cds_header,cds_seqname,gene,locus_tag,protein_desc_from_cds,protein_id,gene_base,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa
"lcl|BDGG01000006.1_cds_GAV00214.1_13111 [gene=RvY_11096-1] [locus_tag=RvY_11096] [protein=hypothetical protein] [protein_id=GAV00214.1] [location=join(255795..255852,256038..256193,256256..256405,256489..256565,256634..256776,256841..257105,257365..257449,257511..257741,257845..257987,258050..258230,258430..258563,258642..258761,259018..259123,259188..259393,259472..259636)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00214.1_13111,RvY_11096-1,RvY_11096,hypothetical protein,GAV00214.1,RvY_11096,RvY_11096,GAV00214.1 hypothetical protein RvY_11096 [Ramazzottius varieornatus],hypothetical protein RvY_11096,TRUE
"lcl|BDGG01000006.1_cds_GAV00215.1_13112 [gene=RvY_11097-1] [locus_tag=RvY_11097] [protein=hypothetical protein] [protein_id=GAV00215.1] [location=complement(join(259866..260208,260291..260553))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00215.1_13112,RvY_11097-1,RvY_11097,hypothetical protein,GAV00215.1,RvY_11097,RvY_11097,GAV00215.1 hypothetical protein RvY_11097 [Ramazzottius varieornatus],hypothetical protein RvY_11097,TRUE
"lcl|BDGG01000006.1_cds_GAV00216.1_13113 [gene=RvY_11098-1] [locus_tag=RvY_11098] [protein=hypothetical protein] [protein_id=GAV00216.1] [location=complement(join(261070..261162,261233..261337,261406..261537,261595..261648,261710..261888,262121..262184,262255..262283,262361..262484,262581..262645,262721..262850,262916..263095))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00216.1_13113,RvY_11098-1,RvY_11098,hypothetical protein,GAV00216.1,RvY_11098,RvY_11098,GAV00216.1 hypothetical protein RvY_11098 [Ramazzottius varieornatus],hypothetical protein RvY_11098,TRUE
"lcl|BDGG01000006.1_cds_GAV00217.1_13114 [gene=RvY_11099-1] [locus_tag=RvY_11099] [protein=hypothetical protein] [protein_id=GAV00217.1] [location=complement(join(263891..264286,264389..264495,264569..264965,265053..265295,265383..265474,265544..265928,265989..266124,266184..266368,266437..266538,266609..266917,267081..267128))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00217.1_13114,RvY_11099-1,RvY_11099,hypothetical protein,GAV00217.1,RvY_11099,RvY_11099,GAV00217.1 hypothetical protein RvY_11099 [Ramazzottius varieornatus],hypothetical protein RvY_11099,TRUE
"lcl|BDGG01000006.1_cds_GAV00218.1_13115 [gene=RvY_11100-1] [locus_tag=RvY_11100] [protein=hypothetical protein] [protein_id=GAV00218.1] [location=complement(join(269671..269745,270358..270777,270908..271054,271192..271617))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00218.1_13115,RvY_11100-1,RvY_11100,hypothetical protein,GAV00218.1,RvY_11100,RvY_11100,GAV00218.1 hypothetical protein RvY_11100 [Ramazzottius varieornatus],hypothetical protein RvY_11100,TRUE
lcl|BDGG01000006.1_cds_GAV00219.1_13116 [gene=RvY_11101-1] [locus_tag=RvY_11101] [protein=hypothetical protein] [protein_id=GAV00219.1] [location=271968..272522] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00219.1_13116,RvY_11101-1,RvY_11101,hypothetical protein,GAV00219.1,RvY_11101,RvY_11101,GAV00219.1 hypothetical protein RvY_11101 [Ramazzottius varieornatus],hypothetical protein RvY_11101,TRUE
"lcl|BDGG01000006.1_cds_GAV00220.1_13117 [gene=RvY_11102-1] [locus_tag=RvY_11102] [protein=hypothetical protein] [protein_id=GAV00220.1] [location=complement(join(272964..273125,273199..273294,273351..273484,273561..273780,273852..274048,274142..274204,274283..274327,274408..274465,274584..274901))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00220.1_13117,RvY_11102-1,RvY_11102,hypothetical protein,GAV00220.1,RvY_11102,RvY_11102,GAV00220.1 hypothetical protein RvY_11102 [Ramazzottius varieornatus],hypothetical protein RvY_11102,TRUE
"lcl|BDGG01000006.1_cds_GAV00221.1_13118 [gene=RvY_11103-1] [locus_tag=RvY_11103] [protein=Treh] [protein_id=GAV00221.1] [location=join(275651..275769,275848..275956,276058..276151,276227..276363,276536..276729,276798..277108,277191..277376,277463..277698,277771..277888,277965..278071,278149..278451)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00221.1_13118,RvY_11103-1,RvY_11103,Treh,GAV00221.1,RvY_11103,RvY_11103,GAV00221.1 Treh [Ramazzottius varieornatus],Treh,TRUE
"lcl|BDGG01000006.1_cds_GAV00222.1_13119 [gene=RvY_11104-1] [locus_tag=RvY_11104] [protein=hypothetical protein] [protein_id=GAV00222.1] [location=complement(join(279298..279369,279399..279506))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00222.1_13119,RvY_11104-1,RvY_11104,hypothetical protein,GAV00222.1,RvY_11104,RvY_11104,GAV00222.1 hypothetical protein RvY_11104 [Ramazzottius varieornatus],hypothetical protein RvY_11104,TRUE
"lcl|BDGG01000006.1_cds_GAV00223.1_13120 [gene=RvY_11105-1] [locus_tag=RvY_11105] [protein=hypothetical protein] [protein_id=GAV00223.1] [location=join(280242..280650,280804..281231,282526..283050)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00223.1_13120,RvY_11105-1,RvY_11105,hypothetical protein,GAV00223.1,RvY_11105,RvY_11105,GAV00223.1 hypothetical protein RvY_11105 [Ramazzottius varieornatus],hypothetical protein RvY_11105,TRUE
lcl|BDGG01000006.1_cds_GAV00224.1_13121 [gene=RvY_11106-1] [locus_tag=RvY_11106] [protein=hypothetical protein] [protein_id=GAV00224.1] [location=complement(283677..284117)] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00224.1_13121,RvY_11106-1,RvY_11106,hypothetical protein,GAV00224.1,RvY_11106,RvY_11106,GAV00224.1 hypothetical protein RvY_11106 [Ramazzottius varieornatus],hypothetical protein RvY_11106,TRUE
"lcl|BDGG01000006.1_cds_GAV00225.1_13122 [gene=RvY_11107-1] [locus_tag=RvY_11107] [protein=hypothetical protein] [protein_id=GAV00225.1] [location=join(284891..285398,285557..285852)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00225.1_13122,RvY_11107-1,RvY_11107,hypothetical protein,GAV00225.1,RvY_11107,RvY_11107,GAV00225.1 hypothetical protein RvY_11107 [Ramazzottius varieornatus],hypothetical protein RvY_11107,TRUE
"lcl|BDGG01000006.1_cds_GAV00226.1_13123 [gene=RvY_11108-1] [locus_tag=RvY_11108] [protein=hypothetical protein] [protein_id=GAV00226.1] [location=join(286139..286265,286325..286576,286743..287701)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00226.1_13123,RvY_11108-1,RvY_11108,hypothetical protein,GAV00226.1,RvY_11108,RvY_11108,GAV00226.1 hypothetical protein RvY_11108 [Ramazzottius varieornatus],hypothetical protein RvY_11108,TRUE
"lcl|BDGG01000006.1_cds_GAV00227.1_13124 [gene=RvY_11109-1] [locus_tag=RvY_11109] [protein=hypothetical protein] [protein_id=GAV00227.1] [location=complement(join(287981..288478,289024..289380))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00227.1_13124,RvY_11109-1,RvY_11109,hypothetical protein,GAV00227.1,RvY_11109,RvY_11109,GAV00227.1 hypothetical protein RvY_11109 [Ramazzottius varieornatus],hypothetical protein RvY_11109,TRUE
lcl|BDGG01000006.1_cds_GAV00228.1_13125 [gene=RvY_11110-1] [locus_tag=RvY_11110] [protein=hypothetical protein] [protein_id=GAV00228.1] [location=289966..290226] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00228.1_13125,RvY_11110-1,RvY_11110,hypothetical protein,GAV00228.1,RvY_11110,RvY_11110,GAV00228.1 hypothetical protein RvY_11110 [Ramazzottius varieornatus],hypothetical protein RvY_11110,TRUE
lcl|BDGG01000006.1_cds_GAV00229.1_13126 [gene=RvY_11111-1] [locus_tag=RvY_11111] [protein=hypothetical protein] [protein_id=GAV00229.1] [location=292677..292856] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00229.1_13126,RvY_11111-1,RvY_11111,hypothetical protein,GAV00229.1,RvY_11111,RvY_11111,GAV00229.1 hypothetical protein RvY_11111 [Ramazzottius varieornatus],hypothetical protein RvY_11111,TRUE
"lcl|BDGG01000006.1_cds_GAV00230.1_13127 [gene=RvY_11112-1] [locus_tag=RvY_11112] [protein=hypothetical protein] [protein_id=GAV00230.1] [location=complement(join(292782..293057,293469..293649,293709..293982,294179..294434,294497..294783,294853..294952,295109..295168,295378..295860,295927..296055,296141..296252,296768..296877,296945..297301,297519..297608,297676..297982,298108..298431,298728..298924,299121..299510,299803..300159,300221..300567,300778..301166,301222..301423,301482..301593,301694..301810,302565..302591))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00230.1_13127,RvY_11112-1,RvY_11112,hypothetical protein,GAV00230.1,RvY_11112,RvY_11112,GAV00230.1 hypothetical protein RvY_11112 [Ramazzottius varieornatus],hypothetical protein RvY_11112,TRUE
"lcl|BDGG01000006.1_cds_GAV00231.1_13128 [gene=RvY_11113-1] [locus_tag=RvY_11113] [protein=hypothetical protein] [protein_id=GAV00231.1] [location=join(303999..304432,304722..305241,305308..305433)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00231.1_13128,RvY_11113-1,RvY_11113,hypothetical protein,GAV00231.1,RvY_11113,RvY_11113,GAV00231.1 hypothetical protein RvY_11113 [Ramazzottius varieornatus],hypothetical protein RvY_11113,TRUE
lcl|BDGG01000006.1_cds_GAV00232.1_13129 [gene=RvY_11114-1] [locus_tag=RvY_11114] [protein=hypothetical protein] [protein_id=GAV00232.1] [location=306123..308117] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00232.1_13129,RvY_11114-1,RvY_11114,hypothetical protein,GAV00232.1,RvY_11114,RvY_11114,GAV00232.1 hypothetical protein RvY_11114 [Ramazzottius varieornatus],hypothetical protein RvY_11114,TRUE
lcl|BDGG01000006.1_cds_GAV00233.1_13130 [gene=RvY_11115-1] [locus_tag=RvY_11115] [protein=hypothetical protein] [protein_id=GAV00233.1] [location=complement(308610..309014)] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00233.1_13130,RvY_11115-1,RvY_11115,hypothetical protein,GAV00233.1,RvY_11115,RvY_11115,GAV00233.1 hypothetical protein RvY_11115 [Ramazzottius varieornatus],hypothetical protein RvY_11115,TRUE
"lcl|BDGG01000006.1_cds_GAV00234.1_13131 [gene=RvY_11116-1] [locus_tag=RvY_11116] [protein=hypothetical protein] [protein_id=GAV00234.1] [location=join(309275..310117,310433..310598,310666..310907)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00234.1_13131,RvY_11116-1,RvY_11116,hypothetical protein,GAV00234.1,RvY_11116,RvY_11116,GAV00234.1 hypothetical protein RvY_11116 [Ramazzottius varieornatus],hypothetical protein RvY_11116,TRUE
"lcl|BDGG01000006.1_cds_GAV00235.1_13132 [gene=RvY_11117-1] [locus_tag=RvY_11117] [protein=hypothetical protein] [protein_id=GAV00235.1] [location=complement(join(311342..311648,311706..311829,311914..312031,312263..312772,313005..313182,313273..313430))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00235.1_13132,RvY_11117-1,RvY_11117,hypothetical protein,GAV00235.1,RvY_11117,RvY_11117,GAV00235.1 hypothetical protein RvY_11117 [Ramazzottius varieornatus],hypothetical protein RvY_11117,TRUE
"lcl|BDGG01000006.1_cds_GAV00236.1_13133 [gene=RvY_11118-1] [locus_tag=RvY_11118] [protein=hypothetical protein] [protein_id=GAV00236.1] [location=join(315531..315629,315727..315966,316125..316667,316904..316997,317063..317268,317338..317481,317709..317861,317920..317976)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00236.1_13133,RvY_11118-1,RvY_11118,hypothetical protein,GAV00236.1,RvY_11118,RvY_11118,GAV00236.1 hypothetical protein RvY_11118 [Ramazzottius varieornatus],hypothetical protein RvY_11118,TRUE
"lcl|BDGG01000006.1_cds_GAV00237.1_13134 [gene=RvY_11119-1] [locus_tag=RvY_11119] [protein=hypothetical protein] [protein_id=GAV00237.1] [location=complement(join(318559..318939,319015..319143,319208..319356,319417..319650,319734..320093,320331..320592))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00237.1_13134,RvY_11119-1,RvY_11119,hypothetical protein,GAV00237.1,RvY_11119,RvY_11119,GAV00237.1 hypothetical protein RvY_11119 [Ramazzottius varieornatus],hypothetical protein RvY_11119,TRUE
lcl|BDGG01000006.1_cds_GAV00238.1_13135 [gene=RvY_11120-1] [locus_tag=RvY_11120] [protein=hypothetical protein] [protein_id=GAV00238.1] [location=complement(321910..322113)] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00238.1_13135,RvY_11120-1,RvY_11120,hypothetical protein,GAV00238.1,RvY_11120,RvY_11120,GAV00238.1 hypothetical protein RvY_11120 [Ramazzottius varieornatus],hypothetical protein RvY_11120,TRUE
"lcl|BDGG01000006.1_cds_GAV00239.1_13136 [gene=RvY_11121-1] [locus_tag=RvY_11121] [protein=hypothetical protein] [protein_id=GAV00239.1] [location=complement(join(322477..322741,322828..322874))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00239.1_13136,RvY_11121-1,RvY_11121,hypothetical protein,GAV00239.1,RvY_11121,RvY_11121,GAV00239.1 hypothetical protein RvY_11121 [Ramazzottius varieornatus],hypothetical protein RvY_11121,TRUE
"lcl|BDGG01000006.1_cds_GAV00240.1_13137 [gene=RvY_11122-1] [locus_tag=RvY_11122] [protein=hypothetical protein] [protein_id=GAV00240.1] [location=complement(join(323179..323292,323358..323423,323457..323882,323954..324079))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00240.1_13137,RvY_11122-1,RvY_11122,hypothetical protein,GAV00240.1,RvY_11122,RvY_11122,GAV00240.1 hypothetical protein RvY_11122 [Ramazzottius varieornatus],hypothetical protein RvY_11122,TRUE
"lcl|BDGG01000006.1_cds_GAV00241.1_13138 [gene=RvY_11123-1] [locus_tag=RvY_11123] [protein=hypothetical protein] [protein_id=GAV00241.1] [location=complement(join(324425..324526,324878..324988))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00241.1_13138,RvY_11123-1,RvY_11123,hypothetical protein,GAV00241.1,RvY_11123,RvY_11123,GAV00241.1 hypothetical protein RvY_11123 [Ramazzottius varieornatus],hypothetical protein RvY_11123,TRUE
lcl|BDGG01000006.1_cds_GAV00242.1_13139 [gene=RvY_11124-1] [locus_tag=RvY_11124] [protein=hypothetical protein] [protein_id=GAV00242.1] [location=326755..326997] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00242.1_13139,RvY_11124-1,RvY_11124,hypothetical protein,GAV00242.1,RvY_11124,RvY_11124,GAV00242.1 hypothetical protein RvY_11124 [Ramazzottius varieornatus],hypothetical protein RvY_11124,TRUE
"lcl|BDGG01000006.1_cds_GAV00243.1_13140 [gene=RvY_11125-1] [locus_tag=RvY_11125] [protein=hypothetical protein] [protein_id=GAV00243.1] [location=complement(join(327063..327535,327612..328162,328402..328532))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00243.1_13140,RvY_11125-1,RvY_11125,hypothetical protein,GAV00243.1,RvY_11125,RvY_11125,GAV00243.1 hypothetical protein RvY_11125 [Ramazzottius varieornatus],hypothetical protein RvY_11125,TRUE
"lcl|BDGG01000006.1_cds_GAV00244.1_13141 [gene=RvY_11126] [locus_tag=RvY_11126-1] [protein=hypothetical protein] [protein_id=GAV00244.1] [location=join(329228..329415,329617..330462,330535..330670)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00244.1_13141,RvY_11126,RvY_11126-1,hypothetical protein,GAV00244.1,RvY_11126,RvY_11126,GAV00244.1 hypothetical protein RvY_11126-1 [Ramazzottius varieornatus],hypothetical protein RvY_11126-1,TRUE
"lcl|BDGG01000006.1_cds_GAV00245.1_13142 [gene=RvY_11126] [locus_tag=RvY_11126-2] [protein=hypothetical protein] [protein_id=GAV00245.1] [location=join(329228..329415,329617..330520)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00245.1_13142,RvY_11126,RvY_11126-2,hypothetical protein,GAV00245.1,RvY_11126,RvY_11126,GAV00245.1 hypothetical protein RvY_11126-2 [Ramazzottius varieornatus],hypothetical protein RvY_11126-2,TRUE
"lcl|BDGG01000006.1_cds_GAV00246.1_13143 [gene=RvY_11127-1] [locus_tag=RvY_11127] [protein=hypothetical protein] [protein_id=GAV00246.1] [location=complement(join(331078..331214,331268..331343,331454..331465))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00246.1_13143,RvY_11127-1,RvY_11127,hypothetical protein,GAV00246.1,RvY_11127,RvY_11127,GAV00246.1 hypothetical protein RvY_11127 [Ramazzottius varieornatus],hypothetical protein RvY_11127,TRUE
"lcl|BDGG01000006.1_cds_GAV00247.1_13144 [gene=RvY_11128] [locus_tag=RvY_11128-5] [protein=hypothetical protein] [protein_id=GAV00247.1] [location=join(332164..332518,332707..333323,333396..333626,333701..333781,333847..333882)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00247.1_13144,RvY_11128,RvY_11128-5,hypothetical protein,GAV00247.1,RvY_11128,RvY_11128,GAV00247.1 hypothetical protein RvY_11128-5 [Ramazzottius varieornatus],hypothetical protein RvY_11128-5,TRUE
"lcl|BDGG01000006.1_cds_GAV00248.1_13145 [gene=RvY_11128] [locus_tag=RvY_11128-4] [protein=hypothetical protein] [protein_id=GAV00248.1] [location=join(332164..332518,332707..333323,333396..333626,333701..333826)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00248.1_13145,RvY_11128,RvY_11128-4,hypothetical protein,GAV00248.1,RvY_11128,RvY_11128,GAV00248.1 hypothetical protein RvY_11128-4 [Ramazzottius varieornatus],hypothetical protein RvY_11128-4,TRUE
"lcl|BDGG01000006.1_cds_GAV00249.1_13146 [gene=RvY_11128] [locus_tag=RvY_11128-1] [protein=hypothetical protein] [protein_id=GAV00249.1] [location=join(333819..334155,334389..334774,335001..335984,336089..336333,336405..336483,336555..336656)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00249.1_13146,RvY_11128,RvY_11128-1,hypothetical protein,GAV00249.1,RvY_11128,RvY_11128,GAV00249.1 hypothetical protein RvY_11128-1 [Ramazzottius varieornatus],hypothetical protein RvY_11128-1,TRUE
"lcl|BDGG01000006.1_cds_GAV00250.1_13147 [gene=RvY_11128] [locus_tag=RvY_11128-2] [protein=hypothetical protein] [protein_id=GAV00250.1] [location=join(333951..334155,334389..334774,335001..335984,336089..336333,336405..336483,336555..336656)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00250.1_13147,RvY_11128,RvY_11128-2,hypothetical protein,GAV00250.1,RvY_11128,RvY_11128,GAV00250.1 hypothetical protein RvY_11128-2 [Ramazzottius varieornatus],hypothetical protein RvY_11128-2,TRUE
"lcl|BDGG01000006.1_cds_GAV00251.1_13148 [gene=RvY_11128] [locus_tag=RvY_11128-3] [protein=hypothetical protein] [protein_id=GAV00251.1] [location=join(334107..334155,334389..334774,335001..335984,336089..336333,336405..336483,336555..336656)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00251.1_13148,RvY_11128,RvY_11128-3,hypothetical protein,GAV00251.1,RvY_11128,RvY_11128,GAV00251.1 hypothetical protein RvY_11128-3 [Ramazzottius varieornatus],hypothetical protein RvY_11128-3,TRUE
lcl|BDGG01000006.1_cds_GAV00252.1_13149 [gene=RvY_11129-1] [locus_tag=RvY_11129] [protein=hypothetical protein] [protein_id=GAV00252.1] [location=complement(337706..338569)] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00252.1_13149,RvY_11129-1,RvY_11129,hypothetical protein,GAV00252.1,RvY_11129,RvY_11129,GAV00252.1 hypothetical protein RvY_11129 [Ramazzottius varieornatus],hypothetical protein RvY_11129,TRUE
"lcl|BDGG01000006.1_cds_GAV00253.1_13150 [gene=RvY_11130-1] [locus_tag=RvY_11130] [protein=hypothetical protein] [protein_id=GAV00253.1] [location=join(341232..341384,342397..342686,342758..342865,342989..343056,343884..343949,344075..344196,344284..344359,344444..344543,344613..344716,344936..345062,345128..345304,345384..345627,345702..345863)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00253.1_13150,RvY_11130-1,RvY_11130,hypothetical protein,GAV00253.1,RvY_11130,RvY_11130,GAV00253.1 hypothetical protein RvY_11130 [Ramazzottius varieornatus],hypothetical protein RvY_11130,TRUE
"lcl|BDGG01000006.1_cds_GAV00254.1_13151 [gene=RvY_11131-1] [locus_tag=RvY_11131] [protein=hypothetical protein] [protein_id=GAV00254.1] [location=join(346501..346672,347039..347142,347254..347383,347454..347660,347750..347892,347976..348374,348581..348852,348999..349376,349441..349594,349701..351215,351403..352320,352400..352474,352565..353105,353679..354016,354083..354211,354390..354572)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00254.1_13151,RvY_11131-1,RvY_11131,hypothetical protein,GAV00254.1,RvY_11131,RvY_11131,GAV00254.1 hypothetical protein RvY_11131 [Ramazzottius varieornatus],hypothetical protein RvY_11131,TRUE
"lcl|BDGG01000006.1_cds_GAV00255.1_13152 [gene=RvY_11132-1] [locus_tag=RvY_11132] [protein=hypothetical protein] [protein_id=GAV00255.1] [location=complement(join(355171..355520,355827..355953))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00255.1_13152,RvY_11132-1,RvY_11132,hypothetical protein,GAV00255.1,RvY_11132,RvY_11132,GAV00255.1 hypothetical protein RvY_11132 [Ramazzottius varieornatus],hypothetical protein RvY_11132,TRUE
"lcl|BDGG01000006.1_cds_GAV00256.1_13153 [gene=RvY_11133] [locus_tag=RvY_11133-1] [protein=hypothetical protein] [protein_id=GAV00256.1] [location=complement(join(357089..357458,357697..358225,358288..358483))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00256.1_13153,RvY_11133,RvY_11133-1,hypothetical protein,GAV00256.1,RvY_11133,RvY_11133,GAV00256.1 hypothetical protein RvY_11133-1 [Ramazzottius varieornatus],hypothetical protein RvY_11133-1,TRUE
"lcl|BDGG01000006.1_cds_GAV00257.1_13154 [gene=RvY_11133] [locus_tag=RvY_11133-2] [protein=hypothetical protein] [protein_id=GAV00257.1] [location=complement(join(357594..358225,358288..358483))] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00257.1_13154,RvY_11133,RvY_11133-2,hypothetical protein,GAV00257.1,RvY_11133,RvY_11133,GAV00257.1 hypothetical protein RvY_11133-2 [Ramazzottius varieornatus],hypothetical protein RvY_11133-2,TRUE
