gene	gene_base	protein_id	ncbi_protein_desc	match_type	delta_pool	instability_score	pfam_name	pfam_acc	pfam_desc	pfam_hit_count	interpro_analysis	interpro_sig_acc	interpro_sig_desc	interpro_acc	interpro_desc	interpro_hit_count	raw_annotation	has_annotation	broad_group_auto	expert_reclassified_group	expert_reclassification_note	manual_reclassified	broad_group_precollapse	broad_group_figure
RvY_01375	NA	GAU88736.1	hypothetical protein	exact_gene	0.02725457230739	1.38149965442525	Beta-prop_WDR75_2nd; Beta-prop_WDR75_1st; Beta-prop_THOC3; WD40_WDHD1_1st; WD40_CDC20-Fz; Beta-prop_EML; Beta-prop_WDR3_1st; Beta-prop_HPS5; ANAPC4_WD40; WD40	PF23769.1; PF23869.1; PF25174.1; PF24817.1; PF24807.1; PF23409.1; PF25173.1; PF23756.1; PF12894.13; PF00400.38	WD repeat-containing protein 75 second beta-propeller; WD repeat-containing protein 75 first beta-propeller; THOC3 beta-propeller domain; WDHD1 first WD40 domain; CDC20/Fizzy WD40 domain; Echinoderm microtubule-associated protein first beta-propeller; WDR3 first beta-propeller domain; HPS5 beta propeller; Anaphase-promoting complex subunit 4 WD40 domain; WD domain, G-beta repeat	26	SUPERFAMILY; PANTHER; Gene3D	SSF50998; PTHR44215; G3DSA:2.130.10.10	Quinoprotein alcohol dehydrogenase-like; WD REPEAT-CONTAINING PROTEIN 75	IPR011047; IPR015943	Quinoprotein alcohol dehydrogenase-like superfamily; WD40/YVTN repeat-like-containing domain superfamily	4	hypothetical protein; WD repeat-containing protein 75 second beta-propeller; WD repeat-containing protein 75 first beta-propeller; THOC3 beta-propeller domain; WDHD1 first WD40 domain; CDC20/Fizzy WD40 domain; Echinoderm microtubule-associated protein first beta-propeller; WDR3 first beta-propeller domain; HPS5 beta propeller; Anaphase-promoting complex subunit 4 WD40 domain; WD domain, G-beta repeat; Quinoprotein alcohol dehydrogenase-like; WD REPEAT-CONTAINING PROTEIN 75; Quinoprotein alcohol dehydrogenase-like superfamily; WD40/YVTN repeat-like-containing domain superfamily; Beta-prop_WDR75_2nd; Beta-prop_WDR75_1st; Beta-prop_THOC3; WD40_WDHD1_1st; WD40_CDC20-Fz; Beta-prop_EML; Beta-prop_WDR3_1st; Beta-prop_HPS5; ANAPC4_WD40; WD40; SUPERFAMILY; PANTHER; Gene3D	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_06758	NA	GAU95080.1	hypothetical protein	exact_gene	-0.0300972359474345	1.37952915826416	PMT; PMT_4TMC; MIR	PF02366.24; PF16192.10; PF02815.25	Dolichyl-phosphate-mannose-protein mannosyltransferase; C-terminal four TMM region of protein-O-mannosyltransferase; MIR domain	5	ProSiteProfiles; MobiDBLite; SMART; SUPERFAMILY; Gene3D; PANTHER; FunFam; Pfam	PS50919; mobidb-lite; SM00472; SSF82109; G3DSA:2.80.10.50; PTHR10050; G3DSA:2.80.10.50:FF:000012; PF02815; PF02366; PF16192	MIR domain profile.; consensus disorder prediction; mir_2; MIR domain; DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE; Protein O-mannosyl-transferase 1; Dolichyl-phosphate-mannose-protein mannosyltransferase; C-terminal four TMM region of protein-O-mannosyltransferase	IPR016093; IPR036300; IPR027005; IPR003342; IPR032421	MIR motif; Mir domain superfamily; Glycosyltransferase 39-like; Glycosyl transferase family 39/83; Protein O-mannosyl-transferase, C-terminal four TM domain	14	hypothetical protein; Dolichyl-phosphate-mannose-protein mannosyltransferase; C-terminal four TMM region of protein-O-mannosyltransferase; MIR domain; MIR domain profile.; consensus disorder prediction; mir_2; MIR domain; DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE; Protein O-mannosyl-transferase 1; Dolichyl-phosphate-mannose-protein mannosyltransferase; C-terminal four TMM region of protein-O-mannosyltransferase; MIR motif; Mir domain superfamily; Glycosyltransferase 39-like; Glycosyl transferase family 39/83; Protein O-mannosyl-transferase, C-terminal four TM domain; PMT; PMT_4TMC; MIR; ProSiteProfiles; MobiDBLite; SMART; SUPERFAMILY; Gene3D; PANTHER; FunFam; Pfam	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_06736-1	NA	GAU95055.1	hypothetical protein	exact_gene	-0.0748661861816036	1.3702385793756	zf-RING_2; zf-rbx1; zf-C3HC4; zf-C3HC4_2; zf-RING_5; zf-RING_UBOX; zf-RING_11; zf-ANAPC11; zf-C3HC4_3; DUF4229; zf_RING_Vps8_fungal; zf-RING_16; RINGv; zf-RING_Vps41	PF13639.12; PF12678.13; PF00097.31; PF13923.12; PF14634.12; PF13445.12; PF17123.11; PF12861.13; PF13920.12; PF14012.11; PF23413.1; PF17120.11; PF12906.13; PF23555.2	Ring finger domain; RING-H2 zinc finger domain; Zinc finger, C3HC4 type (RING finger); zinc-RING finger domain; RING-type zinc-finger; RING-like zinc finger; Anaphase-promoting complex subunit 11 RING-H2 finger; Protein of unknown function (DUF4229); Vps8 RING zinc finger, fungal; RING/Ubox like zinc-binding domain; RING-variant domain; Vps41 C-terminal RING finger domain	17	SUPERFAMILY; ProSiteProfiles; Gene3D; CDD; PANTHER; SMART; Pfam	SSF57850; PS50089; G3DSA:3.30.40.10; cd16454; PTHR22765; SM00184; PF13639	RING/U-box; Zinc finger RING-type profile.; Zinc/RING finger domain, C3HC4 (zinc finger); RING-H2_PA-TM-RING; RING FINGER AND PROTEASE ASSOCIATED DOMAIN-CONTAINING; ring_2; Ring finger domain	IPR001841; IPR013083	Zinc finger, RING-type; Zinc finger, RING/FYVE/PHD-type	7	hypothetical protein; Ring finger domain; RING-H2 zinc finger domain; Zinc finger, C3HC4 type (RING finger); zinc-RING finger domain; RING-type zinc-finger; RING-like zinc finger; Anaphase-promoting complex subunit 11 RING-H2 finger; Protein of unknown function (DUF4229); Vps8 RING zinc finger, fungal; RING/Ubox like zinc-binding domain; RING-variant domain; Vps41 C-terminal RING finger domain; RING/U-box; Zinc finger RING-type profile.; Zinc/RING finger domain, C3HC4 (zinc finger); RING-H2_PA-TM-RING; RING FINGER AND PROTEASE ASSOCIATED DOMAIN-CONTAINING; ring_2; Ring finger domain; Zinc finger, RING-type; Zinc finger, RING/FYVE/PHD-type; zf-RING_2; zf-rbx1; zf-C3HC4; zf-C3HC4_2; zf-RING_5; zf-RING_UBOX; zf-RING_11; zf-ANAPC11; zf-C3HC4_3; DUF4229; zf_RING_Vps8_fungal; zf-RING_16; RINGv; zf-RING_Vps41; SUPERFAMILY; ProSiteProfiles; Gene3D; CDD; PANTHER; SMART; Pfam	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
RvY_16521-1	NA	GAV06555.1	hypothetical protein	exact_gene	-0.0856549337919237	1.3693062310362	Sensor; CDC45	PF13796.11; PF02724.19	Putative sensor; CDC45	3	MobiDBLite	mobidb-lite	consensus disorder prediction			6	hypothetical protein; Putative sensor; CDC45; consensus disorder prediction; Sensor; CDC45; MobiDBLite	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated	DNA replication-associated sensor	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_07434	NA	GAU95902.1	hypothetical protein	exact_gene	-0.0848076262167581	1.3678588408796	Nas2_N; PDZ_2; GRASP55_65; PDZ_6; NRBF2_MIT; Stealth_CR4	PF18265.6; PF13180.12; PF04495.20; PF17820.7; PF17169.10; PF17103.10	Nas2 N_terminal domain; PDZ domain; GRASP55/65 PDZ-like domain; MIT domain of nuclear receptor-binding factor 2; Stealth protein CR4, conserved region 4	7	Gene3D; FunFam; Pfam; Coils; PANTHER; MobiDBLite; SUPERFAMILY	G3DSA:2.30.42.10; G3DSA:2.30.42.10:FF:000107; PF18265; G3DSA:6.10.140.1710; Coil; PTHR12651; mobidb-lite; SSF50156	26S proteasome non-ATPase regulatory subunit 9; Nas2 N_terminal domain; Coil; 26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 9; consensus disorder prediction; PDZ domain-like	IPR036034; IPR040815; IPR035269	PDZ superfamily; Nas2, N-terminal; 26S Proteasome non-ATPase regulatory subunit 9	8	hypothetical protein; Nas2 N_terminal domain; PDZ domain; GRASP55/65 PDZ-like domain; MIT domain of nuclear receptor-binding factor 2; Stealth protein CR4, conserved region 4; 26S proteasome non-ATPase regulatory subunit 9; Nas2 N_terminal domain; Coil; 26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 9; consensus disorder prediction; PDZ domain-like; PDZ superfamily; Nas2, N-terminal; 26S Proteasome non-ATPase regulatory subunit 9; Nas2_N; PDZ_2; GRASP55_65; PDZ_6; NRBF2_MIT; Stealth_CR4; Gene3D; FunFam; Pfam; Coils; PANTHER; MobiDBLite; SUPERFAMILY	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_12496-1	NA	GAV01852.1	hypothetical protein	exact_gene	-0.00405708214576084	1.36745475977859	PK_Tyr_Ser-Thr; Pkinase; Glyco_hydro_16; Arteri_Gl	PF07714.23; PF00069.31; PF00722.28; PF00951.23	Protein tyrosine and serine/threonine kinase; Protein kinase domain; Glycosyl hydrolases family 16; Arterivirus GL envelope glycoprotein	7	ProSitePatterns; SMART; SUPERFAMILY; PANTHER; Gene3D; FunFam; CDD; ProSiteProfiles; Pfam	PS00109; SM00219; SSF49899; PTHR24416; G3DSA:1.10.510.10; G3DSA:1.10.510.10:FF:001512; cd00192; G3DSA:3.30.200.20; SSF56112; PS50011; PF07714; G3DSA:2.60.120.200; PS00107	Tyrosine protein kinases specific active-site signature.; tyrkin_6; Concanavalin A-like lectins/glucanases; TYROSINE-PROTEIN KINASE RECEPTOR; Transferase(Phosphotransferase) domain 1; Receptor tyrosine-protein kinase erbB-2; PTKc; Phosphorylase Kinase; domain 1; Protein kinase-like (PK-like); Protein kinase domain profile.; Protein tyrosine and serine/threonine kinase; Protein kinases ATP-binding region signature.	IPR008266; IPR020635; IPR013320; IPR011009; IPR000719; IPR001245; IPR017441	Tyrosine-protein kinase, active site; Tyrosine-protein kinase, catalytic domain; Concanavalin A-like lectin/glucanase domain superfamily; Protein kinase-like domain superfamily; Protein kinase domain; Serine-threonine/tyrosine-protein kinase, catalytic domain; Protein kinase, ATP binding site	13	hypothetical protein; Protein tyrosine and serine/threonine kinase; Protein kinase domain; Glycosyl hydrolases family 16; Arterivirus GL envelope glycoprotein; Tyrosine protein kinases specific active-site signature.; tyrkin_6; Concanavalin A-like lectins/glucanases; TYROSINE-PROTEIN KINASE RECEPTOR; Transferase(Phosphotransferase) domain 1; Receptor tyrosine-protein kinase erbB-2; PTKc; Phosphorylase Kinase; domain 1; Protein kinase-like (PK-like); Protein kinase domain profile.; Protein tyrosine and serine/threonine kinase; Protein kinases ATP-binding region signature.; Tyrosine-protein kinase, active site; Tyrosine-protein kinase, catalytic domain; Concanavalin A-like lectin/glucanase domain superfamily; Protein kinase-like domain superfamily; Protein kinase domain; Serine-threonine/tyrosine-protein kinase, catalytic domain; Protein kinase, ATP binding site; PK_Tyr_Ser-Thr; Pkinase; Glyco_hydro_16; Arteri_Gl; ProSitePatterns; SMART; SUPERFAMILY; PANTHER; Gene3D; FunFam; CDD; ProSiteProfiles; Pfam	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_17804-1	NA	GAV08053.1	hypothetical protein	exact_gene	0.0163279912054115	1.36657214446557	DUF5544	PF17698.6	Family of unknown function (DUF5544)	1	NA	NA	NA	NA	NA	NA	hypothetical protein; Family of unknown function (DUF5544); DUF5544	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
RvY_08608-1	NA	GAU97284.1	hypothetical protein	exact_gene	0.035685071639513	1.36582861183916	Mucin	PF01456.22	Mucin-like glycoprotein	2	MobiDBLite	mobidb-lite	consensus disorder prediction			1	hypothetical protein; Mucin-like glycoprotein; consensus disorder prediction; Mucin; MobiDBLite	TRUE	Transport/Membrane	Structural/Other	Extracellular/surface protective protein; possible membrane/surface role	TRUE	Structural/Other	Structural/Other
RvY_14374	NA	GAV04029.1	hypothetical protein	exact_gene	-0.108154047308213	1.36466507178046	DUF3052	PF11253.13	Protein of unknown function (DUF3052)	1	MobiDBLite; PANTHER; SUPERFAMILY	mobidb-lite; PTHR19444; SSF103473	consensus disorder prediction; UNC-93 RELATED; MFS general substrate transporter	IPR036259	MFS transporter superfamily	3	hypothetical protein; Protein of unknown function (DUF3052); consensus disorder prediction; UNC-93 RELATED; MFS general substrate transporter; MFS transporter superfamily; DUF3052; MobiDBLite; PANTHER; SUPERFAMILY	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_05652-1	NA	GAU93764.1	hypothetical protein	exact_gene	-0.0409689645188474	1.3636259766392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_11994-1	NA	GAV01254.1	hypothetical protein	exact_gene	0.0723139974385276	1.36329474408419	Peptidase_M1_N; LapA_dom	PF17900.6; PF06305.16	Peptidase M1 N-terminal domain; Lipopolysaccharide assembly protein A domain	2	Pfam; Gene3D; SUPERFAMILY; PANTHER	PF17900; G3DSA:2.60.40.1730; SSF63737; PTHR11533	Peptidase M1 N-terminal domain; tricorn interacting facor f3 domain; Leukotriene A4 hydrolase N-terminal domain; PROTEASE M1 ZINC METALLOPROTEASE	IPR045357; IPR042097	Aminopeptidase N-like , N-terminal domain; Aminopeptidase N-like , N-terminal domain superfamliy	4	hypothetical protein; Peptidase M1 N-terminal domain; Lipopolysaccharide assembly protein A domain; Peptidase M1 N-terminal domain; tricorn interacting facor f3 domain; Leukotriene A4 hydrolase N-terminal domain; PROTEASE M1 ZINC METALLOPROTEASE; Aminopeptidase N-like , N-terminal domain; Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase_M1_N; LapA_dom; Pfam; Gene3D; SUPERFAMILY; PANTHER	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
RvY_06621-1	NA	GAU94922.1	hypothetical protein	exact_gene	-0.114784283341193	1.36260300754012	Amidohydro_2	PF04909.20	Amidohydrolase	1	Gene3D; PANTHER; SUPERFAMILY; Pfam	G3DSA:3.20.20.140; PTHR21240; SSF51556; PF04909	2-AMINO-3-CARBOXYLMUCONATE-6-SEMIALDEHYDE DECARBOXYLASE; Metallo-dependent hydrolases; Amidohydrolase	IPR032465; IPR032466; IPR006680	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase; Metal-dependent hydrolase; Amidohydrolase-related	4	hypothetical protein; Amidohydrolase; 2-AMINO-3-CARBOXYLMUCONATE-6-SEMIALDEHYDE DECARBOXYLASE; Metallo-dependent hydrolases; Amidohydrolase; 2-amino-3-carboxymuconate-6-semialdehyde decarboxylase; Metal-dependent hydrolase; Amidohydrolase-related; Amidohydro_2; Gene3D; PANTHER; SUPERFAMILY; Pfam	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_12943-1	NA	GAV02367.1	hypothetical protein	exact_gene	0.0381983277603899	1.36125602840578	Peptidase_M78	PF06114.19	IrrE N-terminal-like domain	1	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; IrrE N-terminal-like domain; consensus disorder prediction; Peptidase_M78; MobiDBLite	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
RvY_13142-1	NA	GAV02599.1	hypothetical protein	exact_gene	-0.0437585176058901	1.36082381373001	Guanylate_cyc	PF00211.25	Adenylate and Guanylate cyclase catalytic domain	1	Gene3D; MobiDBLite; SUPERFAMILY	G3DSA:3.30.70.1230; mobidb-lite; SSF55073	Nucleotide cyclase; consensus disorder prediction	IPR029787	Nucleotide cyclase	5	hypothetical protein; Adenylate and Guanylate cyclase catalytic domain; Nucleotide cyclase; consensus disorder prediction; Nucleotide cyclase; Guanylate_cyc; Gene3D; MobiDBLite; SUPERFAMILY	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_08216-1	NA	GAU96838.1	hypothetical protein	exact_gene	0.0461687604312546	1.35944661414267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_04392-1	NA	GAU92292.1	hypothetical protein	exact_gene	-0.0179325014006606	1.35877609044176	DEAD; ResIII; CMS1	PF00270.35; PF04851.21; PF14617.12	DEAD/DEAH box helicase; Type III restriction enzyme, res subunit; U3-containing 90S pre-ribosomal complex subunit	3	Gene3D; PANTHER; ProSitePatterns; ProSiteProfiles; MobiDBLite; FunFam; SMART; Pfam; SUPERFAMILY	G3DSA:3.40.50.300; PTHR47958; PS00039; PS51195; mobidb-lite; G3DSA:3.40.50.300:FF:000079; SM00487; PS51192; PF00270; SSF52540	ATP-DEPENDENT RNA HELICASE DBP3; DEAD-box subfamily ATP-dependent helicases signature.; DEAD-box RNA helicase Q motif profile.; consensus disorder prediction; probable ATP-dependent RNA helicase DDX17; ultradead3; Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.; DEAD/DEAH box helicase; P-loop containing nucleoside triphosphate hydrolases	IPR027417; IPR000629; IPR014014; IPR014001; IPR011545	P-loop containing nucleoside triphosphate hydrolase; ATP-dependent RNA helicase DEAD-box, conserved site; RNA helicase, DEAD-box type, Q motif; Helicase superfamily 1/2, ATP-binding domain; DEAD/DEAH box helicase domain	11	hypothetical protein; DEAD/DEAH box helicase; Type III restriction enzyme, res subunit; U3-containing 90S pre-ribosomal complex subunit; ATP-DEPENDENT RNA HELICASE DBP3; DEAD-box subfamily ATP-dependent helicases signature.; DEAD-box RNA helicase Q motif profile.; consensus disorder prediction; probable ATP-dependent RNA helicase DDX17; ultradead3; Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.; DEAD/DEAH box helicase; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolase; ATP-dependent RNA helicase DEAD-box, conserved site; RNA helicase, DEAD-box type, Q motif; Helicase superfamily 1/2, ATP-binding domain; DEAD/DEAH box helicase domain; DEAD; ResIII; CMS1; Gene3D; PANTHER; ProSitePatterns; ProSiteProfiles; MobiDBLite; FunFam; SMART; Pfam; SUPERFAMILY	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_05124-1	NA	GAU93138.1	hypothetical protein	exact_gene	0.0387198184606339	1.35756384270016	Sulfotransfer_1; Sulfotransfer_3	PF00685.33; PF13469.12	Sulfotransferase domain; Sulfotransferase family	4	MobiDBLite; PANTHER; Gene3D; Pfam; SUPERFAMILY	mobidb-lite; PTHR11783; G3DSA:3.40.50.300; PF00685; SSF52540	consensus disorder prediction; SULFOTRANSFERASE  SULT; Sulfotransferase domain; P-loop containing nucleoside triphosphate hydrolases	IPR027417; IPR000863	P-loop containing nucleoside triphosphate hydrolase; Sulfotransferase domain	6	hypothetical protein; Sulfotransferase domain; Sulfotransferase family; consensus disorder prediction; SULFOTRANSFERASE  SULT; Sulfotransferase domain; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolase; Sulfotransferase domain; Sulfotransfer_1; Sulfotransfer_3; MobiDBLite; PANTHER; Gene3D; Pfam; SUPERFAMILY	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_13279-1	NA	GAV02753.1	hypothetical protein	exact_gene	-0.0504741615869691	1.35284261828798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_13225	NA	GAV02690.1	hypothetical protein	exact_gene	0.105733611731142	1.35205155061162	CUB; SUEL_Lectin; TM_ErbB1	PF00431.26; PF02140.24; PF21314.2	CUB domain; D-galactoside/L-rhamnose binding SUEL lectin domain; Epidermal growth factor receptor transmembrane-juxtamembrane segment	4	Gene3D; ProSiteProfiles; SUPERFAMILY; PANTHER; SMART; Pfam; CDD	G3DSA:2.60.120.740; G3DSA:2.60.120.290; PS01180; SSF49854; PS50923; PTHR24255; SM00042; PF00431; cd00041; cd22823	Spermadhesin, CUB domain; CUB domain profile.; Sushi/CCP/SCR domain profile.; COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED; CUB_2; CUB domain; CUB; Gal_Rha_Lectin	IPR043159; IPR035914; IPR000859; IPR000436	D-galactoside/L-rhamnose binding SUEL lectin domain superfamily; Spermadhesin, CUB domain superfamily; CUB domain; Sushi/SCR/CCP domain	10	hypothetical protein; CUB domain; D-galactoside/L-rhamnose binding SUEL lectin domain; Epidermal growth factor receptor transmembrane-juxtamembrane segment; Spermadhesin, CUB domain; CUB domain profile.; Sushi/CCP/SCR domain profile.; COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED; CUB_2; CUB domain; CUB; Gal_Rha_Lectin; D-galactoside/L-rhamnose binding SUEL lectin domain superfamily; Spermadhesin, CUB domain superfamily; CUB domain; Sushi/SCR/CCP domain; CUB; SUEL_Lectin; TM_ErbB1; Gene3D; ProSiteProfiles; SUPERFAMILY; PANTHER; SMART; Pfam; CDD	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
